,name,x,y,w,h
315,000000254357.jpg,73.29,135.05,476.9,339.62
316,000000065943.jpg,268.95,43.83,335.05,376.35
317,000000401816.jpg,270.58,251.66,71.54,160.69
318,000000401816.jpg,121.67,257.06,68.1,131.47
319,000000401816.jpg,389.36,245.77,78.28,159.65
320,000000262554.jpg,60.48,0.54,289.41,496.76
321,000000221597.jpg,268.09,57.79,371.91,449.38
322,000000221597.jpg,159.93,49.47,192.14,407.3
323,000000295329.jpg,123.34,143.02,119.23,185.01
324,000000033189.jpg,148.69,231.73,276.79,191.01
325,000000033189.jpg,324.33,219.52,237.29,166.93
326,000000065961.jpg,402.91,293.5,91.78,59.21
327,000000065961.jpg,386.89,294.15,14.15,11.34
328,000000065961.jpg,322.69,294.72,20.71,13.03
329,000000065961.jpg,557.5,298.73,20.31,12.12
330,000000393641.jpg,71.23,130.06,320.0,349.94
331,000000311726.jpg,344.33,135.77,101.75,329.94
332,000000311726.jpg,168.57,142.97,112.03,325.82
333,000000311726.jpg,0.0,135.77,173.7,334.05
334,000000311726.jpg,460.39,131.1,179.61,320.0
335,000000459185.jpg,81.2,114.24,313.81,406.02
336,000000426420.jpg,109.89,92.29,488.37,329.39
337,000000532919.jpg,156.99,146.94,229.31,196.68
338,000000213432.jpg,330.52,211.48,215.65,191.69
339,000000213432.jpg,35.83,282.87,72.81,131.76
340,000000401850.jpg,185.86,451.73,71.31,123.17
341,000000098746.jpg,43.52,275.85,110.37,69.65
342,000000098746.jpg,303.82,287.93,102.83,81.33
343,000000098746.jpg,430.54,280.45,120.89,86.35
344,000000098746.jpg,224.5,252.23,32.39,32.88
345,000000098746.jpg,257.03,282.48,88.97,69.29
346,000000098746.jpg,521.04,262.78,76.73,76.72
347,000000098746.jpg,388.89,235.67,7.16,11.08
348,000000098746.jpg,266.82,235.15,12.9,13.1
349,000000098746.jpg,150.96,274.04,35.62,59.98
350,000000098746.jpg,36.42,267.48,80.54,67.04
351,000000098746.jpg,258.96,254.01,22.5,27.34
352,000000098746.jpg,207.55,274.71,95.64,73.04
353,000000098746.jpg,392.67,284.8,50.09,76.67
354,000000303546.jpg,445.43,171.1,34.32,25.28
355,000000008639.jpg,121.58,25.85,448.97,358.03
356,000000008639.jpg,6.7,243.39,256.56,130.2
357,000000573896.jpg,195.01,277.27,121.35,118.65
358,000000393677.jpg,197.77,149.97,304.89,219.4
359,000000393677.jpg,145.24,216.93,236.91,163.77
360,000000229840.jpg,0.92,0.0,327.82,348.95
361,000000549338.jpg,303.63,342.57,34.42,55.2
362,000000549338.jpg,11.5,344.21,93.19,54.71
363,000000549338.jpg,506.92,230.35,9.14,5.91
364,000000549338.jpg,263.63,340.15,34.93,45.29
365,000000549338.jpg,595.88,236.12,8.14,4.95
366,000000082396.jpg,52.47,29.09,133.49,262.37
367,000000147934.jpg,452.42,256.19,187.58,221.14
368,000000459234.jpg,207.48,64.26,213.68,279.48
369,000000328163.jpg,288.8,151.31,96.03,86.13
370,000000270821.jpg,69.6,344.97,223.6,111.23
371,000000270821.jpg,332.98,334.3,102.66,155.3
372,000000270821.jpg,417.39,313.93,158.58,177.24
373,000000074217.jpg,337.34,62.33,89.02,135.04
374,000000074217.jpg,181.5,88.0,59.29,62.49
375,000000483823.jpg,11.71,346.55,232.1,139.47
376,000000483823.jpg,379.66,331.58,102.13,91.03
377,000000483823.jpg,219.2,339.44,179.22,127.78
378,000000483823.jpg,438.62,321.1,98.52,75.49
379,000000516592.jpg,68.82,161.03,355.18,461.08
380,000000385522.jpg,267.22,40.4,194.67,318.65
381,000000352755.jpg,129.17,196.84,156.58,131.13
382,000000352755.jpg,265.63,155.82,228.31,154.0
383,000000197118.jpg,76.86,92.85,413.3,333.15
384,000000197118.jpg,228.12,78.79,251.93,342.63
385,000000532994.jpg,413.24,172.71,88.61,130.39
386,000000532994.jpg,386.73,178.73,66.59,66.94
387,000000287235.jpg,119.16,183.34,355.86,276.62
388,000000385540.jpg,2.56,396.27,421.88,243.73
389,000000410114.jpg,545.19,96.4,21.37,36.88
390,000000410114.jpg,463.9,90.59,20.87,19.14
391,000000410114.jpg,0.0,77.42,112.17,347.58
392,000000410114.jpg,524.24,82.8,20.84,43.19
393,000000410114.jpg,17.2,42.01,35.05,41.19
394,000000410114.jpg,401.88,88.56,10.03,9.07
395,000000410114.jpg,300.0,80.0,13.0,12.0
396,000000393735.jpg,0.0,86.07,640.0,547.98
397,000000393735.jpg,1.44,532.13,247.37,100.68
398,000000238095.jpg,32.14,132.44,339.0,299.61
399,000000238095.jpg,527.14,150.12,84.96,125.34
400,000000426520.jpg,468.58,190.46,45.73,39.08
401,000000426520.jpg,353.44,305.05,41.88,31.97
402,000000426520.jpg,26.45,138.8,42.1,57.23
403,000000131612.jpg,198.71,119.57,273.55,132.47
404,000000336414.jpg,280.39,101.71,138.36,284.97
405,000000139811.jpg,134.08,419.08,153.75,214.3
406,000000139811.jpg,269.7,412.22,145.24,183.42
407,000000139811.jpg,202.81,520.31,181.19,109.72
408,000000295460.jpg,1.82,180.6,250.47,192.39
409,000000164391.jpg,179.26,45.27,325.03,298.77
410,000000533032.jpg,68.06,83.39,142.86,175.21
411,000000541231.jpg,1.58,459.83,143.12,127.92
412,000000369199.jpg,198.84,80.33,345.45,314.29
413,000000369199.jpg,118.46,95.59,140.49,266.21
414,000000369199.jpg,228.82,181.52,81.38,179.04
415,000000401969.jpg,185.01,350.97,113.75,94.56
416,000000401969.jpg,289.11,257.7,48.8,48.17
417,000000401969.jpg,283.23,397.05,35.34,49.3
418,000000401969.jpg,353.4,264.98,39.73,47.03
419,000000401969.jpg,330.78,266.43,32.14,40.25
420,000000401969.jpg,207.7,402.97,62.63,42.78
421,000000410165.jpg,181.43,116.89,316.19,336.93
422,000000410165.jpg,66.06,130.06,285.94,323.1
423,000000459319.jpg,124.41,208.95,207.91,158.78
424,000000459319.jpg,336.54,220.62,254.56,182.8
425,000000483897.jpg,242.77,162.15,178.65,242.78
426,000000483897.jpg,54.47,236.94,57.82,23.79
427,000000344633.jpg,201.49,133.84,125.69,213.0
428,000000344633.jpg,323.17,71.15,295.63,342.46
429,000000344633.jpg,604.15,109.31,35.69,85.34
430,000000221755.jpg,111.52,61.98,236.75,578.02
431,000000574009.jpg,204.98,207.66,237.94,219.4
432,000000074302.jpg,115.57,287.95,46.62,72.24
433,000000320066.jpg,228.98,108.63,175.29,178.37
434,000000320066.jpg,336.99,104.95,111.01,181.88
435,000000320066.jpg,107.53,156.64,34.81,80.82
436,000000156232.jpg,8.75,193.67,308.61,376.08
437,000000156232.jpg,299.87,146.19,326.11,397.33
438,000000246345.jpg,37.16,61.12,403.27,336.2
439,000000377421.jpg,293.28,77.41,103.64,256.43
440,000000377421.jpg,66.59,141.2,219.81,149.21
441,000000377421.jpg,121.63,116.94,114.51,131.91
442,000000377421.jpg,0.0,217.94,499.95,133.78
443,000000369230.jpg,169.47,290.25,56.86,130.49
444,000000270925.jpg,402.82,325.97,55.77,66.57
445,000000270925.jpg,583.63,326.08,33.76,32.43
446,000000270925.jpg,450.56,339.11,34.38,27.18
447,000000459349.jpg,108.24,126.88,121.15,111.12
448,000000213592.jpg,0.0,129.54,83.48,138.17
449,000000213592.jpg,204.86,132.15,66.73,128.39
450,000000213592.jpg,250.51,142.72,125.57,113.77
451,000000213592.jpg,371.35,137.99,65.13,109.34
452,000000213592.jpg,447.21,128.1,100.26,118.68
453,000000180824.jpg,234.99,99.79,156.35,260.59
454,000000180824.jpg,324.37,84.12,269.4,338.12
455,000000180824.jpg,200.33,163.94,27.69,68.57
456,000000180824.jpg,141.4,163.46,22.64,58.71
457,000000361051.jpg,138.36,98.05,183.26,286.8
458,000000361051.jpg,256.73,112.69,143.27,269.4
459,000000361051.jpg,54.37,178.36,44.73,96.25
460,000000361051.jpg,388.59,124.22,57.65,94.84
461,000000049756.jpg,473.11,53.66,166.89,258.06
462,000000049756.jpg,186.78,80.74,405.76,305.47
463,000000049756.jpg,0.0,71.3,197.46,191.98
464,000000197213.jpg,113.11,177.68,221.92,432.39
465,000000328289.jpg,132.67,360.27,145.62,114.34
466,000000328289.jpg,357.03,317.12,47.46,132.68
467,000000328289.jpg,398.1,300.39,138.92,108.85
468,000000328289.jpg,236.96,325.75,69.31,67.4
469,000000328289.jpg,197.76,312.54,8.72,17.19
470,000000311913.jpg,420.28,162.59,61.02,100.5
471,000000311913.jpg,139.92,184.7,47.4,101.76
472,000000524909.jpg,45.43,241.31,54.26,116.49
473,000000295537.jpg,363.84,282.91,60.71,41.41
474,000000246389.jpg,74.32,129.38,498.24,478.96
475,000000238203.jpg,2.86,267.74,100.04,49.55
476,000000238203.jpg,493.0,257.03,63.56,66.28
477,000000238203.jpg,243.92,257.92,62.88,53.36
478,000000238203.jpg,221.71,244.78,30.93,57.15
479,000000238203.jpg,164.25,268.38,57.46,50.89
480,000000238203.jpg,146.76,263.5,73.05,50.44
481,000000156284.jpg,146.46,306.14,180.37,109.19
482,000000156284.jpg,507.47,307.08,103.12,72.75
483,000000156284.jpg,452.02,311.2,62.9,42.33
484,000000418429.jpg,360.89,405.57,50.98,60.54
485,000000418429.jpg,301.54,374.93,32.06,21.9
486,000000418429.jpg,270.93,343.89,10.84,25.61
487,000000418429.jpg,234.18,329.84,15.57,41.9
488,000000418429.jpg,410.13,285.67,16.15,29.64
489,000000418429.jpg,203.6,266.49,13.5,14.83
490,000000418429.jpg,214.51,321.46,26.56,40.62
491,000000451196.jpg,162.2,143.67,477.8,282.7
492,000000197254.jpg,101.65,391.85,146.48,206.38
493,000000197254.jpg,56.99,411.74,77.19,172.81
494,000000057992.jpg,276.95,199.13,123.36,64.22
495,000000057992.jpg,435.72,137.56,144.47,85.68
496,000000344724.jpg,16.22,181.85,226.25,213.44
497,000000344724.jpg,281.74,251.86,194.66,140.87
498,000000311957.jpg,139.35,108.39,416.0,263.22
499,000000410261.jpg,354.96,95.15,142.56,229.56
500,000000336534.jpg,61.94,189.94,537.8,284.9
501,000000230040.jpg,423.55,237.12,10.9,17.18
502,000000230040.jpg,412.84,234.14,9.42,20.77
503,000000574106.jpg,64.55,238.42,278.8,395.54
504,000000574106.jpg,274.68,148.33,152.32,192.27
505,000000574106.jpg,348.82,122.98,78.18,175.84
506,000000139932.jpg,2.22,0.55,167.6,380.71
507,000000139932.jpg,236.19,0.44,403.81,514.56
508,000000524957.jpg,104.03,51.09,532.54,340.94
509,000000000671.jpg,186.01,221.38,201.59,198.84
510,000000549536.jpg,24.44,117.98,119.66,252.81
511,000000426663.jpg,171.35,160.0,377.81,304.52
512,000000426664.jpg,31.66,169.29,406.02,463.83
513,000000066217.jpg,369.09,199.64,34.68,34.21
514,000000066217.jpg,164.17,139.23,5.88,14.8
515,000000066217.jpg,83.05,172.03,12.34,18.24
516,000000066217.jpg,92.08,137.14,12.52,9.35
