,name,x,y,w,h
320,000000188660.jpg,317.49,226.75,77.19,45.72
321,000000188660.jpg,434.29,246.9,43.31,40.2
322,000000188660.jpg,9.37,244.12,86.83,56.19
323,000000188660.jpg,332.45,257.85,54.9,77.85
324,000000188660.jpg,480.49,251.88,48.65,65.12
325,000000188660.jpg,199.89,256.55,49.66,33.11
326,000000188660.jpg,198.7,290.58,57.15,59.7
327,000000188660.jpg,216.94,286.66,18.74,9.98
328,000000188660.jpg,355.36,271.72,81.52,43.33
329,000000188660.jpg,464.14,241.58,27.93,31.64
330,000000188660.jpg,41.0,158.0,409.0,163.0
331,000000262389.jpg,231.23,337.55,132.12,84.64
332,000000270583.jpg,199.86,410.61,44.68,24.0
333,000000082174.jpg,349.59,174.41,223.75,190.06
334,000000082174.jpg,58.31,148.89,179.09,192.63
335,000000360705.jpg,438.03,63.91,7.31,6.68
336,000000360705.jpg,404.65,30.7,6.66,6.57
337,000000360705.jpg,384.11,9.53,8.35,6.61
338,000000360705.jpg,30.48,46.26,7.19,5.39
339,000000360705.jpg,522.95,23.25,7.08,6.36
340,000000360705.jpg,538.59,54.86,8.62,7.98
341,000000360705.jpg,444.69,5.75,25.42,17.53
342,000000360705.jpg,31.43,51.72,6.8,4.24
343,000000360705.jpg,560.8,45.87,5.04,5.38
344,000000360705.jpg,540.87,44.42,4.65,4.65
345,000000360705.jpg,455.34,60.04,4.38,3.33
346,000000360705.jpg,581.83,65.22,5.23,2.39
347,000000270593.jpg,400.55,137.81,5.6,14.22
348,000000270593.jpg,389.3,140.85,6.36,10.02
349,000000557314.jpg,149.52,160.39,26.62,84.22
350,000000164104.jpg,116.76,173.25,82.73,94.94
351,000000278793.jpg,240.59,99.12,34.95,62.87
352,000000205067.jpg,486.81,364.61,41.74,31.64
353,000000205067.jpg,391.41,322.94,36.3,56.62
354,000000205067.jpg,325.5,235.1,87.06,60.47
355,000000205067.jpg,511.38,338.02,123.86,33.08
356,000000205067.jpg,14.93,314.45,117.69,71.05
357,000000205067.jpg,297.74,41.6,65.68,38.31
358,000000205067.jpg,203.58,339.94,35.07,17.33
359,000000205067.jpg,318.23,389.01,38.66,17.16
360,000000205067.jpg,257.93,372.19,65.88,40.09
361,000000205067.jpg,435.97,305.45,39.67,15.61
362,000000205067.jpg,180.67,338.88,81.98,70.71
363,000000205067.jpg,487.29,337.99,11.08,7.83
364,000000278797.jpg,266.5,97.91,297.41,253.95
365,000000475407.jpg,323.77,72.14,85.31,84.28
366,000000557329.jpg,55.05,66.41,350.97,407.4
367,000000164114.jpg,411.94,15.37,55.4,42.56
368,000000336147.jpg,219.86,202.62,50.26,41.68
369,000000336147.jpg,148.22,226.71,67.39,36.05
370,000000336147.jpg,114.71,219.82,69.64,59.69
371,000000336147.jpg,129.32,68.59,69.85,68.91
372,000000336147.jpg,318.99,80.03,48.78,77.74
373,000000336147.jpg,401.44,93.35,68.42,82.13
374,000000336147.jpg,487.22,292.33,69.07,39.74
375,000000336147.jpg,519.14,26.72,69.07,68.38
376,000000336147.jpg,341.22,134.51,52.29,49.7
377,000000336147.jpg,225.33,231.7,64.55,46.51
378,000000336147.jpg,488.29,101.29,57.93,30.49
379,000000336147.jpg,417.97,214.47,81.33,49.61
380,000000336147.jpg,307.97,269.39,74.11,58.41
381,000000336147.jpg,5.0,37.0,634.0,368.0
382,000000491795.jpg,362.25,124.52,95.52,109.67
383,000000196888.jpg,185.31,261.35,137.67,45.04
384,000000262425.jpg,332.2,116.95,79.54,72.1
385,000000229658.jpg,207.54,110.89,38.99,76.62
386,000000229658.jpg,35.94,119.69,74.25,108.0
387,000000229658.jpg,388.86,103.96,39.2,83.27
388,000000229658.jpg,213.75,239.43,138.75,106.42
389,000000229658.jpg,10.98,165.16,34.69,35.45
390,000000229658.jpg,296.31,111.26,87.09,108.72
391,000000450841.jpg,82.06,332.63,18.14,16.97
392,000000450841.jpg,26.78,360.09,18.59,18.77
393,000000450841.jpg,155.37,361.64,12.04,22.94
394,000000450841.jpg,87.68,291.94,24.5,13.84
395,000000450841.jpg,198.88,347.3,16.98,13.08
396,000000450841.jpg,161.14,339.21,19.55,8.69
397,000000450841.jpg,349.86,341.72,15.15,8.33
398,000000450841.jpg,584.38,270.02,20.13,14.26
399,000000450841.jpg,225.95,279.71,16.62,8.14
400,000000450841.jpg,197.59,359.04,8.03,9.64
401,000000450841.jpg,239.57,360.13,19.66,10.95
402,000000098601.jpg,445.86,313.45,125.17,48.62
403,000000098601.jpg,573.53,206.69,66.47,46.26
404,000000098601.jpg,555.86,290.51,84.14,22.5
405,000000098601.jpg,522.04,429.92,73.25,32.57
406,000000098601.jpg,304.18,220.1,58.57,42.91
407,000000098601.jpg,323.66,119.85,54.47,41.12
408,000000098601.jpg,452.31,203.26,56.99,33.24
409,000000098601.jpg,431.59,400.08,72.91,26.69
410,000000098601.jpg,272.68,94.9,54.96,19.68
411,000000098601.jpg,0.23,182.63,68.18,41.98
412,000000098601.jpg,513.17,315.88,76.02,48.79
413,000000098601.jpg,555.42,449.87,18.77,19.88
414,000000098601.jpg,447.0,143.0,142.0,77.0
415,000000065836.jpg,1.66,237.47,136.32,176.43
416,000000188722.jpg,102.39,149.56,135.29,106.95
417,000000123188.jpg,195.52,25.34,410.69,450.0
418,000000123188.jpg,30.0,167.07,86.9,135.52
419,000000270644.jpg,1.03,22.71,569.81,452.13
420,000000532790.jpg,171.75,100.53,156.88,55.07
421,000000385342.jpg,78.14,208.88,195.22,246.8
422,000000385342.jpg,277.08,2.01,217.34,138.02
423,000000557375.jpg,94.48,381.04,63.27,23.42
424,000000409918.jpg,340.02,102.74,88.9,74.23
425,000000409918.jpg,148.43,50.34,42.64,73.17
426,000000573762.jpg,561.05,149.92,17.8,6.73
427,000000573762.jpg,627.05,154.01,6.57,10.46
428,000000573762.jpg,574.74,139.57,10.22,4.32
429,000000573762.jpg,482.13,150.42,10.21,12.38
430,000000573762.jpg,365.48,139.23,6.81,9.74
431,000000573762.jpg,278.83,147.3,12.64,9.48
432,000000573762.jpg,440.63,150.62,9.52,8.72
433,000000573762.jpg,622.46,151.59,6.31,6.95
434,000000524611.jpg,399.61,133.25,9.88,3.4
435,000000549188.jpg,232.33,142.25,42.27,82.32
436,000000065865.jpg,229.84,37.73,46.34,64.59
437,000000065865.jpg,242.52,120.85,67.4,47.71
438,000000065865.jpg,189.11,313.07,65.85,38.54
439,000000065865.jpg,162.64,269.66,45.51,53.94
440,000000065865.jpg,69.34,118.36,58.27,40.54
441,000000098636.jpg,301.43,234.63,35.73,62.7
442,000000303439.jpg,32.22,377.08,64.44,46.95
443,000000303439.jpg,159.95,373.14,44.61,47.54
444,000000303439.jpg,259.99,380.3,88.39,42.79
445,000000303439.jpg,294.3,268.47,97.8,119.94
446,000000303439.jpg,167.86,261.04,61.73,66.76
447,000000303439.jpg,95.95,249.1,88.57,107.02
448,000000303439.jpg,0.23,264.15,56.07,76.2
449,000000303439.jpg,403.87,292.2,120.98,53.05
450,000000303439.jpg,291.9,250.35,38.04,59.69
451,000000303439.jpg,566.83,201.1,34.2,36.48
452,000000303439.jpg,258.15,301.92,19.24,22.27
453,000000303439.jpg,490.54,230.21,49.96,27.16
454,000000303439.jpg,220.63,225.09,26.74,31.2
455,000000303439.jpg,0.0,182.0,634.0,241.0
456,000000328018.jpg,451.03,44.48,152.07,284.49
457,000000573778.jpg,252.15,48.65,44.96,50.49
458,000000082258.jpg,77.63,341.0,137.04,119.81
459,000000082258.jpg,471.77,323.37,107.24,113.73
460,000000508247.jpg,490.09,304.26,18.91,22.12
461,000000508247.jpg,70.28,180.21,6.71,3.87
462,000000311645.jpg,150.16,58.7,168.63,85.11
463,000000311645.jpg,148.02,0.12,83.26,26.78
464,000000311645.jpg,26.07,0.5,136.21,95.02
465,000000418144.jpg,325.0,132.05,11.46,16.66
466,000000418144.jpg,243.34,147.02,10.57,13.26
467,000000418144.jpg,206.63,170.19,13.14,6.35
468,000000418144.jpg,151.28,163.47,9.71,20.02
469,000000418144.jpg,94.97,174.26,9.27,12.1
470,000000418144.jpg,161.35,218.06,9.0,11.14
471,000000418144.jpg,109.51,170.48,8.38,13.74
472,000000418144.jpg,192.91,199.25,14.18,9.4
473,000000418144.jpg,224.81,151.1,9.58,14.74
474,000000418144.jpg,374.9,141.65,9.88,14.67
475,000000418144.jpg,333.14,126.27,8.59,12.56
476,000000418144.jpg,313.29,131.12,11.98,12.11
477,000000418144.jpg,296.65,133.3,10.31,12.06
478,000000418144.jpg,68.0,110.0,339.0,151.0
479,000000409956.jpg,100.26,152.75,11.57,7.36
480,000000409956.jpg,90.12,134.61,7.05,3.53
481,000000409956.jpg,129.54,153.69,8.54,4.55
482,000000409956.jpg,157.5,152.67,10.51,6.94
483,000000409956.jpg,171.34,134.96,6.23,7.79
484,000000409956.jpg,239.66,157.22,11.35,7.63
485,000000409956.jpg,328.52,161.68,8.11,4.42
486,000000409956.jpg,279.64,157.91,11.04,4.96
487,000000409956.jpg,355.11,159.3,9.76,3.71
488,000000409956.jpg,502.18,172.13,7.89,6.32
489,000000409956.jpg,12.66,158.84,6.09,6.27
490,000000409956.jpg,68.33,155.68,10.77,4.53
491,000000409956.jpg,222.15,144.65,7.54,6.96
492,000000409956.jpg,384.02,160.9,11.88,3.81
493,000000409956.jpg,548.74,89.24,7.83,14.87
494,000000409956.jpg,442.76,166.36,8.9,5.34
495,000000409956.jpg,499.68,171.85,11.27,7.52
496,000000409956.jpg,410.0,156.0,48.0,21.0
497,000000221542.jpg,107.35,37.16,295.92,594.58
498,000000139625.jpg,225.13,42.91,26.53,24.28
499,000000442732.jpg,198.72,371.5,7.89,11.55
500,000000442732.jpg,214.03,361.84,11.94,12.08
501,000000442732.jpg,63.56,355.68,6.14,7.59
502,000000442732.jpg,403.64,363.83,6.45,11.03
503,000000442732.jpg,496.28,349.41,9.36,6.57
504,000000442732.jpg,528.3,350.38,7.26,8.33
505,000000442732.jpg,630.44,345.04,9.5,4.37
506,000000213361.jpg,243.44,81.47,341.41,255.08
507,000000098674.jpg,206.99,105.56,301.93,292.12
508,000000524661.jpg,402.23,177.64,116.89,141.75
509,000000262521.jpg,173.79,152.07,255.52,205.86
510,000000262521.jpg,631.68,62.99,8.32,14.8
511,000000262521.jpg,445.45,82.12,25.24,21.85
512,000000336251.jpg,124.98,237.05,179.91,241.71
513,000000500092.jpg,25.7,53.59,521.11,348.44
514,000000385405.jpg,436.04,207.04,46.18,35.02
515,000000385405.jpg,456.06,198.91,44.8,41.37
516,000000385405.jpg,511.8,130.48,45.22,31.7
