,name,x,y,w,h
143,000000032952.jpg,89.98,78.48,258.31,250.4
144,000000123070.jpg,317.64,187.07,38.43,45.74
145,000000123070.jpg,275.84,200.62,9.12,17.53
146,000000123070.jpg,250.65,189.28,17.61,31.0
147,000000196798.jpg,151.19,182.94,155.94,337.53
148,000000196798.jpg,11.48,193.65,149.24,311.39
149,000000196798.jpg,301.02,176.77,140.22,81.6
150,000000417983.jpg,176.91,77.91,69.66,54.63
151,000000417983.jpg,396.35,71.0,29.99,52.42
152,000000417983.jpg,216.67,79.43,20.24,10.26
153,000000508104.jpg,283.58,76.82,216.42,263.26
154,000000164043.jpg,429.93,182.49,152.38,195.92
155,000000532684.jpg,0.0,82.23,382.76,340.44
156,000000073936.jpg,144.73,256.44,169.59,262.81
157,000000237777.jpg,173.27,76.18,198.89,183.06
158,000000237777.jpg,123.83,104.39,139.68,166.86
159,000000082135.jpg,127.57,40.54,269.19,233.51
160,000000082135.jpg,19.37,41.92,137.76,238.92
161,000000082135.jpg,435.43,17.23,204.57,240.38
162,000000082135.jpg,197.52,151.15,48.98,80.1
163,000000491736.jpg,113.23,77.72,265.79,249.49
164,000000491736.jpg,68.23,94.4,71.99,200.03
165,000000049369.jpg,169.05,98.17,411.6,322.34
166,000000049369.jpg,330.41,85.97,268.94,194.15
167,000000032986.jpg,53.88,10.9,307.53,249.41
168,000000549088.jpg,141.3,75.51,347.33,393.7
169,000000237797.jpg,0.95,104.81,382.08,314.43
170,000000237797.jpg,347.78,94.33,206.75,329.67
171,000000237797.jpg,354.44,0.0,253.45,220.76
172,000000237797.jpg,61.79,0.0,114.08,75.06
173,000000237797.jpg,154.36,0.95,117.19,78.13
174,000000237797.jpg,15.26,0.0,50.47,40.98
175,000000237797.jpg,264.58,0.0,99.33,57.69
176,000000237797.jpg,552.33,1.37,87.67,141.77
177,000000327913.jpg,275.07,134.65,129.85,237.57
178,000000327913.jpg,393.15,81.89,122.83,211.39
179,000000327913.jpg,216.43,100.61,72.79,118.4
180,000000278763.jpg,2.88,273.15,118.2,357.48
181,000000278763.jpg,93.48,362.19,90.61,267.5
182,000000114926.jpg,221.12,62.56,418.88,412.05
183,000000114926.jpg,401.26,344.09,79.82,86.29
184,000000114926.jpg,311.84,258.68,162.05,221.32
185,000000295162.jpg,106.43,146.79,330.78,461.67
186,000000295162.jpg,73.47,244.22,132.71,274.13
187,000000303358.jpg,158.31,213.97,129.6,129.6
188,000000303358.jpg,275.45,272.81,83.23,49.6
189,000000303358.jpg,287.53,241.35,117.86,95.42
190,000000327936.jpg,83.69,120.37,317.55,323.29
191,000000327936.jpg,274.86,134.84,207.49,280.47
192,000000270593.jpg,440.52,105.22,99.06,54.3
193,000000270593.jpg,157.08,119.15,79.72,41.98
194,000000270593.jpg,212.13,111.49,81.47,42.77
195,000000270593.jpg,74.2,107.17,95.59,53.06
196,000000270593.jpg,5.38,104.06,84.14,49.07
197,000000000263.jpg,156.41,169.33,434.59,463.5
198,000000000263.jpg,1.66,13.3,387.33,591.79
199,000000565522.jpg,8.49,2.55,332.13,343.17
200,000000565522.jpg,9.34,0.85,126.57,87.49
201,000000565522.jpg,267.49,0.0,85.51,36.52
202,000000557334.jpg,233.59,104.8,178.2,206.75
203,000000074007.jpg,114.6,187.52,216.43,224.72
204,000000074007.jpg,301.73,174.53,190.72,254.47
205,000000450841.jpg,95.78,36.54,499.38,433.72
206,000000499997.jpg,4.81,31.74,426.08,389.53
207,000000344353.jpg,419.6,140.3,113.25,90.6
208,000000344353.jpg,250.07,158.03,23.91,45.02
209,000000344353.jpg,363.06,132.99,52.85,90.06
210,000000344353.jpg,172.8,141.23,78.62,59.87
211,000000344353.jpg,205.42,200.79,90.27,65.89
212,000000139555.jpg,21.57,189.6,405.43,441.53
213,000000139555.jpg,2.87,0.48,113.36,97.58
214,000000049444.jpg,104.16,107.97,263.37,246.44
215,000000180524.jpg,22.12,198.13,326.05,224.1
216,000000180524.jpg,408.03,236.77,188.99,143.81
217,000000508208.jpg,10.44,260.72,192.18,177.79
218,000000500018.jpg,87.81,153.34,552.04,246.66
219,000000418099.jpg,198.93,140.19,188.59,244.8
220,000000000312.jpg,2.88,185.19,226.45,207.27
221,000000000312.jpg,225.83,193.98,208.85,180.94
222,000000000312.jpg,322.22,294.57,80.91,81.17
223,000000000312.jpg,491.41,176.27,148.59,199.41
224,000000000312.jpg,469.94,230.67,44.01,141.73
225,000000000312.jpg,419.34,249.44,147.72,122.65
226,000000336185.jpg,30.71,11.51,386.69,367.51
227,000000336185.jpg,330.3,196.11,157.02,182.86
228,000000098616.jpg,157.85,107.55,482.15,525.2
229,000000549182.jpg,103.55,133.75,268.58,261.04
230,000000549182.jpg,341.93,43.15,298.07,319.28
231,000000016704.jpg,226.77,64.79,383.03,293.47
232,000000344385.jpg,211.2,22.78,121.29,91.75
233,000000344385.jpg,228.95,103.98,61.1,73.44
234,000000344385.jpg,0.0,123.73,72.2,137.0
235,000000344385.jpg,224.22,152.94,200.83,96.2
236,000000344385.jpg,56.5,74.25,91.43,52.05
237,000000344385.jpg,161.65,139.95,61.61,64.51
238,000000377157.jpg,69.03,238.74,198.48,376.81
239,000000278870.jpg,1.43,84.59,373.1,493.63
240,000000557399.jpg,251.28,283.59,294.22,187.92
241,000000557399.jpg,38.83,31.28,535.01,443.33
242,000000557399.jpg,0.0,94.62,183.0,383.11
243,000000172376.jpg,83.42,201.35,369.58,430.02
244,000000172376.jpg,0.0,229.91,66.31,381.98
245,000000172376.jpg,2.08,518.5,93.9,105.32
246,000000008549.jpg,1.08,0.0,518.92,387.03
247,000000369000.jpg,89.6,135.91,316.12,236.58
248,000000377208.jpg,0.96,11.51,466.34,407.81
249,000000369016.jpg,163.87,103.63,268.95,316.18
250,000000369016.jpg,33.92,43.86,211.63,207.73
251,000000196989.jpg,38.83,232.55,395.51,395.5
252,000000131453.jpg,25.89,304.99,267.5,153.89
253,000000131453.jpg,104.26,202.27,335.45,198.61
254,000000131453.jpg,338.79,335.08,116.89,75.99
255,000000491909.jpg,0.96,0.0,579.57,422.2
256,000000401804.jpg,139.33,102.73,186.0,163.33
257,000000401804.jpg,270.54,135.32,188.85,135.94
258,000000401804.jpg,520.32,149.11,76.36,81.09
259,000000401804.jpg,36.14,135.0,116.37,111.29
260,000000106896.jpg,90.61,166.83,343.73,427.15
261,000000549268.jpg,98.39,135.74,387.84,239.77
262,000000549268.jpg,363.35,107.28,59.04,42.41
263,000000549268.jpg,0.0,160.62,32.74,79.78
264,000000524692.jpg,213.02,169.84,182.31,162.16
265,000000524692.jpg,379.17,178.98,109.09,131.18
266,000000524692.jpg,479.99,201.42,31.69,104.86
267,000000524692.jpg,0.0,138.62,217.8,241.03
268,000000524692.jpg,358.62,201.73,35.46,66.93
269,000000065953.jpg,268.67,7.68,274.44,417.4
270,000000328101.jpg,260.12,90.04,310.97,259.28
271,000000328101.jpg,447.87,123.92,159.34,217.58
272,000000549287.jpg,113.87,252.97,243.61,266.67
273,000000549287.jpg,0.0,259.85,102.67,184.78
274,000000549287.jpg,71.48,284.99,53.81,164.7
275,000000549287.jpg,110.14,271.23,47.53,47.03
276,000000549287.jpg,352.82,302.34,74.53,41.2
277,000000549287.jpg,345.48,340.36,72.77,145.55
278,000000549287.jpg,395.18,279.35,83.83,200.82
279,000000549287.jpg,439.52,340.32,40.42,155.89
280,000000549287.jpg,48.76,269.67,62.54,34.41
281,000000467369.jpg,536.89,300.13,95.4,49.87
282,000000467369.jpg,442.71,308.07,139.62,41.44
283,000000467369.jpg,360.27,316.04,157.48,39.92
284,000000467369.jpg,416.97,281.1,82.46,37.9
285,000000467369.jpg,359.05,273.48,97.16,52.17
286,000000467369.jpg,295.78,279.1,90.37,54.35
287,000000467369.jpg,242.48,280.64,65.67,49.25
288,000000467369.jpg,143.03,269.96,90.36,45.04
289,000000467369.jpg,35.83,262.18,92.89,47.96
290,000000467369.jpg,216.71,266.14,48.55,43.73
291,000000344491.jpg,176.56,14.39,284.02,394.38
292,000000369074.jpg,122.82,193.01,439.75,289.51
293,000000197044.jpg,140.99,41.92,288.43,333.63
294,000000557497.jpg,25.95,149.73,569.73,160.0
295,000000180667.jpg,96.0,112.18,296.63,240.54
296,000000180667.jpg,353.67,136.92,224.61,186.63
297,000000238022.jpg,36.12,146.43,108.38,137.51
298,000000172491.jpg,54.13,240.17,349.62,237.96
299,000000172491.jpg,406.92,175.2,215.9,280.33
300,000000401877.jpg,239.89,56.61,376.14,272.52
301,000000401877.jpg,20.11,174.2,190.52,112.97
302,000000401877.jpg,255.62,1.94,288.54,83.27
303,000000098773.jpg,0.0,40.37,368.18,494.74
304,000000475610.jpg,103.54,126.16,142.87,165.32
305,000000475610.jpg,222.71,127.43,72.03,92.34
306,000000475610.jpg,485.18,86.14,87.04,115.54
307,000000475610.jpg,216.76,208.06,74.34,83.33
308,000000475610.jpg,360.0,117.3,101.62,198.92
309,000000475610.jpg,294.73,197.57,31.86,60.34
310,000000254432.jpg,196.15,204.37,201.29,151.99
311,000000254432.jpg,393.91,203.22,95.79,83.24
312,000000254432.jpg,480.35,208.85,30.59,62.53
313,000000500194.jpg,159.64,146.7,271.82,458.78
314,000000410096.jpg,131.66,235.28,49.35,33.57
315,000000410096.jpg,131.11,221.85,80.18,54.18
316,000000410096.jpg,285.73,250.32,24.12,16.55
317,000000410096.jpg,277.19,232.7,44.97,32.89
318,000000410096.jpg,327.01,228.23,54.7,38.07
319,000000410096.jpg,377.41,237.62,41.91,31.56
320,000000270836.jpg,289.1,186.98,126.42,180.61
321,000000041461.jpg,261.96,168.88,130.5,102.67
322,000000221685.jpg,76.05,162.52,376.47,221.5
323,000000500214.jpg,1.8,0.45,638.2,379.28
324,000000500214.jpg,192.77,37.61,368.46,344.82
325,000000188922.jpg,249.17,148.85,184.45,227.6
326,000000188922.jpg,0.0,58.5,205.31,234.23
327,000000451066.jpg,96.85,113.18,202.7,289.41
328,000000229885.jpg,194.81,87.93,219.78,317.37
329,000000401919.jpg,305.77,217.66,28.86,25.64
330,000000401919.jpg,358.94,208.65,55.53,41.53
331,000000401919.jpg,453.03,194.44,157.93,109.98
332,000000401919.jpg,195.69,182.97,100.29,85.44
333,000000475651.jpg,299.53,187.15,229.15,265.15
334,000000475651.jpg,0.0,1.08,442.25,472.45
335,000000147972.jpg,371.95,200.49,107.59,85.05
336,000000016905.jpg,97.7,107.28,308.28,284.56
337,000000565769.jpg,0.0,169.09,338.66,257.91
338,000000565769.jpg,83.48,142.01,256.2,172.72
339,000000565769.jpg,377.82,149.74,122.03,202.01
340,000000467467.jpg,156.59,174.38,194.36,170.63
341,000000467467.jpg,393.71,158.56,159.64,226.52
342,000000467467.jpg,15.63,164.42,148.48,218.86
343,000000516619.jpg,133.75,79.1,506.25,552.27
344,000000516619.jpg,0.66,234.13,30.68,91.4
345,000000516619.jpg,237.14,267.69,36.04,74.21
346,000000573966.jpg,183.68,129.15,302.78,441.97
347,000000573966.jpg,401.79,0.0,236.78,578.22
348,000000090640.jpg,126.84,206.54,37.74,60.18
349,000000090640.jpg,140.92,204.53,47.33,75.34
350,000000090640.jpg,183.78,206.25,65.98,84.19
351,000000090640.jpg,263.22,205.66,51.98,96.61
352,000000090640.jpg,297.41,198.77,83.9,130.57
353,000000090640.jpg,370.48,184.75,147.61,195.51
354,000000090640.jpg,528.13,156.45,111.87,278.55
355,000000459281.jpg,48.9,140.08,382.36,433.34
356,000000123410.jpg,4.48,1.79,595.52,390.93
357,000000369170.jpg,64.61,304.19,268.67,177.46
358,000000369170.jpg,210.17,362.1,132.84,111.71
359,000000139796.jpg,0.0,102.47,448.72,239.46
360,000000123415.jpg,0.0,1.44,516.44,421.23
361,000000123415.jpg,74.84,198.69,241.81,222.62
362,000000082456.jpg,99.24,173.33,102.47,254.57
363,000000082456.jpg,204.98,196.9,171.2,227.3
364,000000131611.jpg,374.05,170.64,114.72,102.18
365,000000131611.jpg,260.29,172.63,119.54,102.19
366,000000369180.jpg,121.25,105.72,174.48,110.9
367,000000369180.jpg,282.22,104.72,148.94,103.51
368,000000369180.jpg,517.95,104.85,46.69,66.69
369,000000369180.jpg,1.48,124.21,123.47,96.85
370,000000369180.jpg,577.09,116.95,14.99,40.38
371,000000369180.jpg,554.79,111.64,28.34,56.68
372,000000180767.jpg,204.38,111.31,298.42,278.27
373,000000148004.jpg,304.76,137.87,101.23,210.07
374,000000549422.jpg,116.49,102.47,299.87,371.06
375,000000098864.jpg,147.44,132.44,196.27,277.65
376,000000328246.jpg,0.0,231.59,413.27,307.41
377,000000197175.jpg,256.72,169.35,311.73,72.27
378,000000197175.jpg,129.08,192.54,145.08,106.58
379,000000229946.jpg,174.23,153.17,203.9,115.83
380,000000229946.jpg,386.07,197.1,79.17,65.0
381,000000188987.jpg,164.47,99.07,345.28,323.16
382,000000385601.jpg,33.06,133.96,341.25,212.06
383,000000262724.jpg,0.13,16.14,499.87,349.86
384,000000074309.jpg,227.24,300.58,122.24,327.91
385,000000074309.jpg,58.68,255.29,109.96,194.56
386,000000074309.jpg,7.67,170.37,27.68,29.48
387,000000074309.jpg,35.85,160.24,8.91,25.09
388,000000074309.jpg,43.67,157.58,15.7,31.05
389,000000410194.jpg,4.5,1.35,343.25,394.6
390,000000410194.jpg,255.86,159.01,158.55,228.83
391,000000410194.jpg,313.9,1.75,326.1,392.82
392,000000000597.jpg,337.93,167.85,40.77,23.46
393,000000000597.jpg,383.54,148.45,69.12,43.02
394,000000000597.jpg,467.93,149.9,72.88,43.34
395,000000000597.jpg,196.39,142.72,75.3,47.38
396,000000000597.jpg,134.39,154.58,59.54,34.59
397,000000000597.jpg,89.53,162.19,34.85,26.14
398,000000000597.jpg,1.67,154.93,55.17,33.44
399,000000156246.jpg,12.94,54.65,444.41,513.44
400,000000090712.jpg,3.82,132.75,423.09,286.52
401,000000344672.jpg,274.6,126.19,263.66,278.97
402,000000025191.jpg,9.96,118.66,379.31,195.71
403,000000025191.jpg,298.79,145.62,335.46,162.87
404,000000008816.jpg,293.12,172.41,102.93,74.05
405,000000230005.jpg,24.13,19.49,425.99,327.62
406,000000475768.jpg,55.37,102.46,208.85,158.56
407,000000475768.jpg,451.02,133.47,139.22,108.15
408,000000549496.jpg,229.75,238.38,296.63,125.13
409,000000402041.jpg,156.74,79.78,236.77,224.27
410,000000402041.jpg,21.52,71.95,193.24,233.07
411,000000402041.jpg,330.94,110.75,258.38,193.43
412,000000443003.jpg,256.07,208.57,122.68,88.53
413,000000443003.jpg,211.23,231.31,53.05,46.96
414,000000443003.jpg,153.08,236.99,55.5,43.27
415,000000565884.jpg,0.0,147.9,356.13,225.74
416,000000565884.jpg,296.78,88.38,343.22,283.16
417,000000393852.jpg,2.87,37.4,502.59,381.01
418,000000230014.jpg,145.79,338.94,200.81,228.19
419,000000230014.jpg,76.69,424.87,74.06,124.77
420,000000098949.jpg,92.12,37.42,451.95,272.51
421,000000033416.jpg,1.08,62.56,384.0,369.98
422,000000033416.jpg,0.0,205.91,132.06,274.09
423,000000172681.jpg,292.97,135.68,228.11,323.24
424,000000205451.jpg,109.35,103.32,306.67,268.24
425,000000402071.jpg,252.4,115.42,187.69,304.18
426,000000115355.jpg,230.25,86.25,138.75,191.25
427,000000189083.jpg,12.45,93.78,614.65,321.68
428,000000402082.jpg,70.11,76.58,485.4,343.02
429,000000279208.jpg,304.13,116.94,184.65,160.76
430,000000107183.jpg,15.35,248.98,198.61,157.35
431,000000107183.jpg,283.09,261.66,138.9,119.72
432,000000107183.jpg,429.91,259.49,83.59,101.21
433,000000041649.jpg,248.9,23.93,250.81,299.64
434,000000434866.jpg,273.07,268.85,80.3,249.82
435,000000434866.jpg,73.51,255.86,148.47,253.69
436,000000025273.jpg,25.95,131.89,298.37,477.12
437,000000058043.jpg,168.88,41.26,290.74,380.94
438,000000058043.jpg,567.36,110.07,72.01,42.92
439,000000058043.jpg,494.09,113.59,84.49,52.52
440,000000058043.jpg,496.99,95.57,64.76,31.96
441,000000058043.jpg,504.72,186.22,135.28,186.15
442,000000058043.jpg,148.42,248.27,78.78,164.4
443,000000058043.jpg,502.32,176.3,137.48,89.12
444,000000058043.jpg,562.76,80.7,38.47,30.52
445,000000058043.jpg,460.34,124.17,37.41,23.27
446,000000180925.jpg,2.88,106.43,386.87,504.81
447,000000426687.jpg,31.67,12.47,512.4,377.11
448,000000238272.jpg,185.24,186.83,95.75,68.29
449,000000238272.jpg,447.75,166.44,85.9,92.84
450,000000328383.jpg,42.38,58.52,511.55,383.42
451,000000328383.jpg,2.02,119.06,179.6,291.6
452,000000221889.jpg,390.71,85.11,225.28,196.48
453,000000221889.jpg,191.89,66.68,236.99,333.89
454,000000221889.jpg,114.18,95.47,108.41,205.32
455,000000402123.jpg,0.0,89.2,442.25,375.37
456,000000074446.jpg,88.69,48.04,449.25,328.74
457,000000467662.jpg,272.61,178.17,172.93,131.65
458,000000467662.jpg,76.32,257.77,69.14,52.68
459,000000467662.jpg,209.84,281.54,46.89,26.32
460,000000164565.jpg,11.87,0.0,628.13,480.0
461,000000164565.jpg,0.0,0.75,206.02,469.21
462,000000148188.jpg,221.78,199.74,152.26,138.99
463,000000148188.jpg,425.95,209.14,77.83,138.37
464,000000148196.jpg,1.44,0.0,401.26,565.21
465,000000328421.jpg,394.43,170.29,79.07,75.17
466,000000369380.jpg,149.69,39.05,490.31,380.94
467,000000303847.jpg,298.45,82.07,257.4,384.25
468,000000410344.jpg,0.0,18.38,499.46,407.57
469,000000180968.jpg,103.21,142.09,357.39,307.32
470,000000221927.jpg,139.15,189.84,222.2,170.43
471,000000221927.jpg,123.09,240.88,87.25,95.79
472,000000164594.jpg,18.7,222.92,461.3,409.89
473,000000164594.jpg,414.29,210.89,60.47,58.56
474,000000312051.jpg,192.44,150.26,343.7,244.14
475,000000000757.jpg,102.67,18.3,485.53,408.7
476,000000000757.jpg,52.89,52.41,410.66,297.17
477,000000000757.jpg,451.89,0.96,188.11,419.34
478,000000058103.jpg,410.97,318.37,36.0,45.63
479,000000058103.jpg,536.72,342.46,54.6,57.78
480,000000058103.jpg,340.08,270.48,40.69,24.02
481,000000058103.jpg,295.88,273.21,45.77,24.74
482,000000058106.jpg,259.59,155.43,299.97,176.91
483,000000058106.jpg,51.6,159.14,262.07,152.58
484,000000344830.jpg,257.63,158.48,128.76,96.3
485,000000344830.jpg,234.02,154.74,74.34,93.85
486,000000467727.jpg,11.46,60.64,628.54,359.06
487,000000287506.jpg,1.08,288.79,168.96,186.19
488,000000287506.jpg,195.24,250.25,192.0,204.94
489,000000287506.jpg,167.48,229.5,57.65,118.07
490,000000287506.jpg,479.0,420.02,68.11,59.98
491,000000434962.jpg,161.98,185.17,292.85,223.89
492,000000140053.jpg,0.0,1.3,218.0,240.68
493,000000140053.jpg,187.97,75.61,110.23,184.79
494,000000140053.jpg,271.49,1.11,228.51,262.61
495,000000516889.jpg,140.31,10.5,279.48,340.85
496,000000516889.jpg,363.54,163.03,31.83,57.53
497,000000451356.jpg,535.23,288.29,30.89,29.44
498,000000451356.jpg,154.91,261.27,158.18,113.96
499,000000451356.jpg,307.11,310.67,90.3,62.48
500,000000451356.jpg,300.08,278.61,50.18,44.91
501,000000451356.jpg,31.28,242.7,126.2,104.63
502,000000451356.jpg,429.21,301.66,84.21,61.07
503,000000451356.jpg,0.1,257.56,35.74,40.48
504,000000451356.jpg,381.03,286.86,71.42,57.49
505,000000451356.jpg,476.77,286.02,68.03,60.13
506,000000451356.jpg,561.41,266.35,19.69,18.14
507,000000451356.jpg,450.68,286.1,32.0,16.75
508,000000451356.jpg,534.52,266.71,17.21,21.23
509,000000451356.jpg,487.62,277.19,37.13,12.89
510,000000000797.jpg,0.0,83.75,481.73,215.6
511,000000000797.jpg,328.52,103.59,311.48,244.57
512,000000336672.jpg,273.52,44.42,273.72,298.04
513,000000213795.jpg,0.0,21.57,333.19,605.22
514,000000213795.jpg,97.58,127.88,299.91,327.18
515,000000205607.jpg,126.78,150.0,222.82,142.43
516,000000205607.jpg,9.97,136.48,127.5,164.82
